015191.jpg	0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
029668.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
021234.jpg	0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
017786.jpg	1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
024199.png	1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013053.png	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
003240.png	0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
020894.jpg	0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
011491.jpg	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
001457.png	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
004922.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
023345.jpg	0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
013286.jpg	0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
011650.png	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
004936.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
011888.png	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
013292.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023184.png	0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
021546.jpg	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
010943.jpg	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
011485.jpg	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
021220.jpg	0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
006847.jpg	0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
017792.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
028562.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
007581.jpg	0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
013721.png	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027484.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
004088.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
026942.png	1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023437.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
001325.png	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011136.png	1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
005396.jpg	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
009584.jpg	1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
012417.png	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
018489.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
020116.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
024370.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010200.png	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
009989.png	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
003917.jpg	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
022067.jpg	0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
015813.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
024416.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029132.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
020664.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
026215.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
029126.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
009023.png	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
015807.jpg	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
024402.jpg	0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
007768.png	0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
001319.png	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009590.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
029640.jpg	1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008856.jpg	0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
008301.jpg	0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
007032.jpg	0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
001443.jpg	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
021793.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
015436.jpg	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
028204.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014728.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
000588.png	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
003254.jpg	0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
027651.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005143.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
025293.jpg	0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
027889.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010228.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
018674.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
012832.png	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
011122.jpg	0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
025052.png	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
005382.png	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
007740.jpg	0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
028576.png	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
013735.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027645.png	1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005157.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
025287.jpg	0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015422.jpg	0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
024827.jpg	0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
028210.png	1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027123.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018106.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
008315.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
012198.png	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
025734.png	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
011644.jpg	0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
019218.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
021787.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
005619.jpg	0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
028238.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000761.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
010572.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
006310.jpg	0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
016103.jpg	0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
028953.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
019556.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
006476.jpg	0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
029495.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018890.jpg	0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
003903.png	0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
009745.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
010214.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
018648.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
014072.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
020102.png	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
002610.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013709.jpg	0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027679.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015378.jpg	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
029481.jpg	0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
006462.jpg	0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
018884.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
010566.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
008329.jpg	0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
009037.jpg	0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
011678.jpg	1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
019224.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
012371.jpg	0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
001866.png	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
004513.jpg	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
014700.jpg	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
020670.png	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
010758.png	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
008117.png	0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
023147.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
018304.png	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
022259.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
002189.jpg	0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020843.png	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
025536.jpg	0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
021750.jpg	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
021988.jpg	0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
007797.jpg	0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
009962.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
017584.jpg	0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
025250.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
001133.png	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023621.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
027692.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002837.jpg	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
008671.png	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
005194.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015387.jpg	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
023635.jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
014099.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027686.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007783.jpg	0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
009976.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
029318.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
002348.png	0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
021744.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
023386.png	0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
013245.png	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
008103.png	0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
023153.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
025522.jpg	0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
029330.jpg	1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
020472.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
011877.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
022265.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009553.png	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
013906.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027876.png	1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022503.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
028990.jpg	0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
029456.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029442.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009792.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
025278.jpg	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
027862.png	1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
013912.jpg	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
023609.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
010770.png	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
024600.jpg	0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022271.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
020466.jpg	0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
011863.jpg	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
023608.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
022516.jpg	0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
013913.jpg	0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008880.png	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
027863.png	1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011309.png	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
018846.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
009793.jpg	0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
013278.png	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011862.jpg	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
026016.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
022264.jpg	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020473.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
012172.png	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026002.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
029331.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012614.png	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
018852.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
029457.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014265.png	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
028749.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
024173.jpg	0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
013907.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
003731.png	0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
009977.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
016857.jpg	0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
008664.png	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
000238.png	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
023634.jpg	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014098.jpg	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
015386.jpg	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
005195.jpg	0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
011453.png	0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
025523.jpg	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
013091.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
013244.png	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
010598.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
023387.png	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
003057.png	0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
011686.jpg	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
021751.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
025537.jpg	0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
011447.png	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
002188.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018305.png	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
013085.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027693.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015392.jpg	0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
006488.jpg	0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
020329.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
016843.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028775.jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
009988.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
029480.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019543.jpg	0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
016670.jpg	0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015379.jpg	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
019796.png	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
002605.jpg	0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026566.png	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
004274.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
027678.png	1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
014067.jpg	0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020671.png	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
029133.png	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
002163.jpg	0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
019225.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
006305.jpg	0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
024417.png	0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
019231.jpg	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
006311.jpg	0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
010573.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
000760.jpg	0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
004506.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
028239.png	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012364.jpg	0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
012402.jpg	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
004260.jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
014073.jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
018649.jpg	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
010215.jpg	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
